MANDANT,OBJECTCLAS,OBJECTID,CHANGENR,USERNAME,UDATE,UTIME,TCODE,LANGU
M1,BELEG,M1V331624P28,181611,Roy Ortego,2020-10-08,08:39:13,123,E
M1,BELEG,M1V331624P18,181618,Roy Ortego,2020-10-06,17:37:11,123,E
M1,BELEG,M1V331624P12,181626,Emilio Sones,2020-10-05,14:40:53,123,E
M1,BELEG,M1V1093851P28,181634,Karri Ptacek,2021-03-28,01:34:22,123,E
M1,BELEG,M1V1093850P51,181641,Emmie Schuldt,2021-03-22,20:30:11,123,E
M1,BELEG,M1V1093874P60,181648,Roy Ortego,2021-03-21,11:57:20,123,E
M1,BELEG,M1V1093874P51,181655,Roy Ortego,2021-03-27,16:59:24,123,E
M1,BELEG,M1V1094901P180,181662,Roy Ortego,2021-03-24,08:44:14,123,E
M1,BELEG,M1V1094901P160,181677,Roy Ortego,2021-03-26,11:32:02,123,E
M1,BELEG,M1V1094901P150,181684,Roy Ortego,2021-03-24,15:57:26,123,E
M1,BELEG,M1V1094901P80,181691,Karri Ptacek,2021-03-24,07:26:35,123,E
M1,BELEG,M1V1094925P36,181706,Roy Ortego,2021-03-23,13:47:32,123,E
M1,BELEG,M1V331828P18,181714,Kenia Romine,2020-10-01,06:35:11,123,E
M1,BELEG,M1V1094918P3,181729,Emmie Schuldt,2021-03-21,13:59:13,123,E
M1,BELEG,M1V1094874P51,181744,Emilio Sones,2021-03-24,15:38:34,123,E
M1,BELEG,M1V1094874P150,181751,Roy Ortego,2021-03-28,18:50:20,123,E
M1,BELEG,M1V1094874P100,181766,Roy Ortego,2021-03-21,15:48:18,123,E
M1,BELEG,M1V331821P12,181773,Roy Ortego,2020-10-18,10:47:58,123,E
M1,BELEG,M1V331822P3,181780,Roy Ortego,2020-10-17,01:41:34,123,E
M1,BELEG,M1V1095351P51,181787,Roy Ortego,2021-03-27,09:15:58,123,E
M1,BELEG,M1V1095362P90,181794,Roy Ortego,2021-03-25,03:35:51,123,E
M1,BELEG,M1V1095361P60,181801,Roy Ortego,2021-04-01,11:02:39,123,E
M1,BELEG,M1V1095361P28,181808,Roy Ortego,2021-04-14,18:18:13,123,E
M1,BELEG,M1V331832P3,181815,Roy Ortego,2020-10-06,12:30:28,123,E
M1,BELEG,M1V1094931P80,181823,Roy Ortego,2021-03-22,03:58:07,123,E
M1,BELEG,M1V331832P12,181831,Emmie Schuldt,2020-10-06,01:31:56,123,E
M1,BELEG,M1V1094945P120,181839,Roy Ortego,2021-03-21,15:28:21,123,E
M1,BELEG,M1V1094945P80,181847,Roy Ortego,2021-03-20,08:37:11,123,E
M1,BELEG,M1V1094945P60,181854,Kenia Romine,2021-03-21,03:53:18,123,E
M1,BELEG,M1V1094945P44,181861,Roy Ortego,2021-03-28,12:38:20,123,E
M1,BELEG,M1V1094945P36,181868,Roy Ortego,2021-03-19,19:13:46,123,E
M1,BELEG,M1V1094945P28,181875,Roy Ortego,2021-03-19,19:32:15,123,E
M1,BELEG,M1V1094946P12,181882,Roy Ortego,2021-03-21,21:34:26,123,E
M1,BELEG,M1V1094946P3,181889,Suellen Noecker,2021-03-25,18:36:38,123,E
M1,BELEG,M1V1094945P180,181896,Roy Ortego,2021-03-22,17:59:47,123,E
M1,BELEG,M1V1094945P160,181903,Roy Ortego,2021-04-06,05:19:54,123,E
M1,BELEG,M1V1094945P150,181910,Roy Ortego,2021-03-21,20:50:47,123,E
M1,BELEG,M1V1094945P140,181917,Karri Ptacek,2021-04-24,08:21:32,123,E
M1,BELEG,M1V1094412P100,181923,Roy Ortego,2021-03-26,21:43:09,123,E
M1,BELEG,M1V1094412P28,181930,Roy Ortego,2021-03-26,11:16:54,123,E
M1,BELEG,M1V1094388P51,181937,Kenia Romine,2021-03-27,23:12:07,123,E
M1,BELEG,M1V1094389P160,181944,Roy Ortego,2021-03-26,21:34:28,123,E
M1,BELEG,M1V1094389P140,181951,Roy Ortego,2021-03-28,21:11:40,123,E
M1,BELEG,M1V1094389P100,181959,Suellen Noecker,2021-03-21,23:03:39,123,E
M1,BELEG,M1V1094391P28,181966,Roy Ortego,2021-03-25,19:06:04,123,E
M1,BELEG,M1V331815P36,181973,Roy Ortego,2020-10-06,14:22:19,123,E
M1,BELEG,M1V331817P4798,181981,Roy Ortego,2020-10-11,01:56:33,123,E
M1,BELEG,M1V1094838P70,181988,Roy Ortego,2021-04-27,23:08:33,123,E
M1,BELEG,M1V1092387P28,181994,Roy Ortego,2021-03-30,01:27:54,123,E
M1,BELEG,M1V1092392P80,182001,Roy Ortego,2021-03-17,00:32:07,123,E
M1,BELEG,M1V1092392P51,182008,Roy Ortego,2021-03-16,14:59:04,123,E
M1,BELEG,M1V1092385P36,182015,Roy Ortego,2021-03-18,09:22:04,123,E
M1,BELEG,M1V1092385P28,182022,Roy Ortego,2021-03-19,17:10:15,123,E
M1,BELEG,M1V1092397P44,182029,Roy Ortego,2021-03-27,18:13:41,123,E
M1,BELEG,M1V1092361P90,182036,Roy Ortego,2021-03-20,00:53:57,123,E
M1,BELEG,M1V1092361P80,182043,Roy Ortego,2021-03-20,03:32:54,123,E
M1,BELEG,M1V1092361P70,182050,Roy Ortego,2021-04-07,07:04:52,123,E
M1,BELEG,M1V1092361P60,182057,Roy Ortego,2021-03-14,13:21:30,123,E
M1,BELEG,M1V1092361P51,182064,Roy Ortego,2021-03-14,02:50:10,123,E
M1,BELEG,M1V1092359P51,182071,Roy Ortego,2021-03-20,15:37:00,123,E
M1,BELEG,M1V1092357P28,182078,Roy Ortego,2021-03-20,09:02:46,123,E
M1,BELEG,M1V1092368P36,182085,Roy Ortego,2021-03-11,17:45:54,123,E
M1,BELEG,M1V1092366P70,182092,Roy Ortego,2021-03-13,07:06:36,123,E
M1,BELEG,M1V331301P12,182100,Suellen Noecker,2020-11-15,02:06:16,123,E
M1,BELEG,M1V1092814P51,182107,Suellen Noecker,2021-04-04,16:25:22,123,E
M1,BELEG,M1V1092824P28,182114,Karri Ptacek,2021-03-19,05:32:15,123,E
M1,BELEG,M1V1092780P51,182121,Roy Ortego,2021-03-16,10:03:08,123,E
M1,BELEG,M1V1092287P28,182128,Roy Ortego,2021-04-01,22:13:33,123,E
M1,BELEG,M1V1092284P28,182135,Roy Ortego,2021-03-18,16:10:24,123,E
M1,BELEG,M1V1092292P28,182142,Emilio Sones,2021-03-17,01:30:41,123,E
M1,BELEG,M1V1092291P28,182149,Karri Ptacek,2021-03-21,14:07:08,123,E
M1,BELEG,M1V1092289P28,182156,Roy Ortego,2021-04-11,13:33:59,123,E
M1,BELEG,M1V1092281P160,182164,Roy Ortego,2021-03-16,13:32:11,123,E
M1,BELEG,M1V1092293P28,182171,Kenia Romine,2021-03-16,11:29:48,123,E
M1,BELEG,M1V331198P3,182178,Suellen Noecker,2020-10-11,13:39:24,123,E
M1,BELEG,M1V1091888P12,182193,Roy Ortego,2021-03-21,16:12:12,123,E
M1,BELEG,M1V331285P3995,182209,Roy Ortego,2020-10-29,05:02:33,123,E
M1,BELEG,M1V706P3,182216,Roy Ortego,2020-08-26,09:01:34,123,E
M1,BELEG,M1V1091896P60,182223,Roy Ortego,2021-03-15,20:02:29,123,E
M1,BELEG,M1V1091896P51,182230,Roy Ortego,2021-03-13,01:26:49,123,E
M1,BELEG,M1V331290P70,182238,Roy Ortego,2020-10-27,05:34:18,123,E
M1,BELEG,M1V1092350P28,182245,Roy Ortego,2021-03-21,16:42:03,123,E
M1,BELEG,M1V331293P1427,182253,Roy Ortego,2020-10-20,00:22:42,123,E
M1,BELEG,M1V331290P18,182260,Emmie Schuldt,2020-10-16,03:29:59,123,E
M1,BELEG,M1V1093352P36,182267,Roy Ortego,2021-03-19,21:24:07,123,E
M1,BELEG,M1V1093352P28,182274,Karri Ptacek,2021-03-24,00:09:18,123,E
M1,BELEG,M1V1093352P120,182281,Roy Ortego,2021-03-29,02:17:21,123,E
M1,BELEG,M1V1093332P51,182288,Roy Ortego,2021-03-21,05:51:24,123,E
M1,BELEG,M1V1093388P110,182295,Roy Ortego,2021-03-15,11:33:43,123,E
M1,BELEG,M1V1093388P100,182302,Roy Ortego,2021-03-13,23:32:14,123,E
M1,BELEG,M1V331523P4685,182309,Roy Ortego,2020-10-09,02:29:39,123,E
M1,BELEG,M1V1093388P80,182316,Suellen Noecker,2021-03-18,05:00:31,123,E
M1,BELEG,M1V1093388P60,182323,Roy Ortego,2021-03-23,03:33:46,123,E
M1,BELEG,M1V1093388P36,182330,Karri Ptacek,2021-03-14,12:02:49,123,E
M1,BELEG,M1V1093388P28,182337,Roy Ortego,2021-03-27,14:37:59,123,E
M1,BELEG,M1V331523P3995,182344,Emilio Sones,2020-10-14,04:05:18,123,E
M1,BELEG,M1V331523P4745,182351,Roy Ortego,2020-10-21,23:47:00,123,E
M1,BELEG,M1V331523P2820,182358,Roy Ortego,2020-10-09,16:39:42,123,E
M1,BELEG,M1V331523P2141,182365,Roy Ortego,2020-10-14,23:24:09,123,E
M1,BELEG,M1V1093381P60,182372,Karri Ptacek,2021-03-28,15:55:13,123,E
M1,BELEG,M1V1093387P28,182379,Emmie Schuldt,2021-03-26,18:31:19,123,E
M1,BELEG,M1V331523P3423,182386,Roy Ortego,2020-10-14,20:35:11,123,E
M1,BELEG,M1V331523P3118,182393,Roy Ortego,2020-10-13,13:17:40,123,E
M1,BELEG,M1V1093394P51,182400,Emmie Schuldt,2021-03-18,08:47:03,123,E
M1,BELEG,M1V1093361P80,182407,Roy Ortego,2021-03-20,10:37:01,123,E
M1,BELEG,M1V1093361P36,182414,Roy Ortego,2021-03-13,23:12:24,123,E
M1,BELEG,M1V1093361P28,182421,Roy Ortego,2021-03-27,03:18:13,123,E
M1,BELEG,M1V1093381P51,182436,Suellen Noecker,2021-03-22,14:52:18,123,E
M1,BELEG,M1V1093372P28,182443,Roy Ortego,2021-03-15,21:03:09,123,E
M1,BELEG,M1V1092863P120,182450,Roy Ortego,2021-03-22,03:35:12,123,E
M1,BELEG,M1V331409P60,182458,Kenia Romine,2020-10-12,17:58:43,123,E
M1,BELEG,M1V1092843P12,182466,Emilio Sones,2021-03-13,21:55:01,123,E
M1,BELEG,M1V1092843P3,182474,Roy Ortego,2021-03-14,11:57:01,123,E
M1,BELEG,M1V1092842P36,182481,Suellen Noecker,2021-03-20,23:54:31,123,E
M1,BELEG,M1V1092836P28,182489,Roy Ortego,2021-04-14,13:17:24,123,E
M1,BELEG,M1V1092839P36,182496,Roy Ortego,2021-03-15,07:38:32,123,E
M1,BELEG,M1V331404P12,182504,Roy Ortego,2020-10-10,04:17:05,123,E
M1,BELEG,M1V331404P3,182512,Roy Ortego,2020-10-11,06:27:40,123,E
M1,BELEG,M1V1093296P36,182520,Roy Ortego,2021-03-19,03:35:03,123,E
M1,BELEG,M1V1093296P28,182528,Roy Ortego,2021-03-25,06:00:56,123,E
M1,BELEG,M1V1093291P60,182535,Suellen Noecker,2021-03-22,14:35:22,123,E
M1,BELEG,M1V1093291P270,182542,Roy Ortego,2021-03-31,03:59:33,123,E
M1,BELEG,M1V1092902P60,182549,Karri Ptacek,2021-03-24,16:13:44,123,E
M1,BELEG,M1V1092902P51,182556,Roy Ortego,2021-03-16,12:45:24,123,E
M1,BELEG,M1V1092900P28,182563,Roy Ortego,2021-03-16,00:23:48,123,E
M1,BELEG,M1V1092919P51,182570,Roy Ortego,2021-03-18,05:01:03,123,E
M1,BELEG,M1V1092914P28,182585,Roy Ortego,2021-03-15,11:42:53,123,E
M1,BELEG,M1V1084977P80,182592,Roy Ortego,2021-03-05,14:55:45,123,E
M1,BELEG,M1V1084977P70,182599,Roy Ortego,2021-02-24,17:51:24,123,E
M1,BELEG,M1V1084977P60,182606,Roy Ortego,2021-03-04,22:51:33,123,E
M1,BELEG,M1V363967P51,197651,Roy Ortego,2021-01-04,14:28:57,123,E
M1,BELEG,M1V363966P1427,197658,Roy Ortego,2020-12-23,17:10:51,123,E
M1,BELEG,M1V363956P2820,197666,Roy Ortego,2021-01-18,03:47:31,123,E
M1,BELEG,M1V363955P44,197673,Roy Ortego,2021-01-26,15:31:07,123,E
M1,BELEG,M1V363953P18,197681,Roy Ortego,2021-01-03,03:16:33,123,E
M1,BELEG,M1V363963P1427,197689,Emmie Schuldt,2020-12-22,19:50:08,123,E
M1,BELEG,M1V364846P44,197696,Karri Ptacek,2020-12-27,18:19:14,123,E
M1,BELEG,M1V364846P36,197703,Roy Ortego,2020-12-26,19:53:02,123,E
M1,BELEG,M1V364846P28,197710,Roy Ortego,2021-01-05,01:47:40,123,E
M1,BELEG,M1V364899P51,197718,Roy Ortego,2020-12-31,09:20:53,123,E
M1,BELEG,M1V364899P44,197726,Emmie Schuldt,2020-12-21,22:46:37,123,E
M1,BELEG,M1V364898P44,197734,Roy Ortego,2021-01-07,15:48:48,123,E
M1,BELEG,M1V364896P1427,197741,Roy Ortego,2020-12-21,13:32:04,123,E
M1,BELEG,M1V364900P90,197748,Roy Ortego,2020-12-26,19:38:49,123,E
M1,BELEG,M1V364900P80,197755,Roy Ortego,2020-12-22,14:56:43,123,E
M1,BELEG,M1V364880P12,197763,Roy Ortego,2020-12-22,18:44:27,123,E
M1,BELEG,M1V364879P3,197770,Roy Ortego,2020-12-22,10:49:52,123,E
M1,BELEG,M1V364890P44,197778,Emilio Sones,2021-01-25,02:01:34,123,E
M1,BELEG,M1V364025P28,197785,Kenia Romine,2021-01-02,04:36:59,123,E
M1,BELEG,M1V364024P3,197792,Roy Ortego,2020-12-19,15:22:29,123,E
M1,BELEG,M1V364022P18,197799,Roy Ortego,2021-01-04,21:03:05,123,E
M1,BELEG,M1V364020P12,197807,Roy Ortego,2021-01-19,16:49:53,123,E
M1,BELEG,M1V364823P51,197820,Roy Ortego,2021-01-11,04:12:19,123,E
M1,BELEG,M1V364823P44,197827,Roy Ortego,2021-01-07,07:04:44,123,E
M1,BELEG,M1V364823P36,197834,Roy Ortego,2021-01-09,08:01:44,123,E
M1,BELEG,M1V364028P2141,197842,Roy Ortego,2020-12-22,05:52:56,123,E
M1,BELEG,M1V364015P70,197849,Roy Ortego,2021-01-08,14:18:49,123,E
M1,BELEG,M1V364015P60,197856,Roy Ortego,2021-01-14,08:12:07,123,E
M1,BELEG,M1V364015P51,197863,Roy Ortego,2021-01-03,01:37:39,123,E
M1,BELEG,M1V364015P18,197871,Roy Ortego,2021-01-10,08:29:36,123,E
M1,BELEG,M1V364832P12,197878,Roy Ortego,2020-12-20,13:27:22,123,E
M1,BELEG,M1V364826P110,197892,Roy Ortego,2021-01-22,13:44:13,123,E
M1,BELEG,M1V12546P3423,197899,BATCH_JOB,2021-03-29,14:42:47,123,E
M1,BELEG,M1V359914P12,197906,Roy Ortego,2020-12-25,10:05:31,123,E
M1,BELEG,M1V359944P3,197914,Roy Ortego,2020-12-28,21:00:43,123,E
M1,BELEG,M1V359943P3,197921,Roy Ortego,2020-12-27,00:07:34,123,E
M1,BELEG,M1V359937P18,197929,Roy Ortego,2020-12-28,01:15:13,123,E
M1,BELEG,M1V359955P12,197937,Roy Ortego,2021-01-18,06:13:29,123,E
M1,BELEG,M1V359955P3,197944,Karri Ptacek,2021-01-18,05:24:53,123,E
M1,BELEG,M1V359952P12,197951,Karri Ptacek,2021-01-10,23:26:52,123,E
M1,BELEG,M1V359934P51,197959,Roy Ortego,2021-01-09,11:40:11,123,E
M1,BELEG,M1V359934P44,197967,Roy Ortego,2020-12-23,19:58:57,123,E
M1,BELEG,M1V359850P3,197975,Roy Ortego,2021-01-02,10:28:50,123,E
M1,BELEG,M1V359852P180,197983,Roy Ortego,2021-01-05,23:45:20,123,E
M1,BELEG,M1V359874P3,197990,Roy Ortego,2021-01-05,12:30:53,123,E
M1,BELEG,M1V359871P3,197997,Emilio Sones,2020-12-21,05:35:32,123,E
M1,BELEG,M1V1215P3,198004,Roy Ortego,2020-08-12,02:01:04,123,E
M1,BELEG,M1V360806P80,198011,Suellen Noecker,2021-01-05,18:18:01,123,E
M1,BELEG,M1V360806P60,198018,Roy Ortego,2021-01-03,13:19:47,123,E
M1,BELEG,M1V360806P51,198025,Emmie Schuldt,2021-01-03,06:32:43,123,E
M1,BELEG,M1V360795P3,198033,Roy Ortego,2020-12-28,19:06:20,123,E
M1,BELEG,M1V360794P28,198040,Roy Ortego,2020-12-24,22:06:39,123,E
M1,BELEG,M1V360794P12,198047,Emilio Sones,2020-12-16,14:45:44,123,E
M1,BELEG,M1V360804P12,198054,Roy Ortego,2021-01-06,08:50:13,123,E
M1,BELEG,M1V360842P865,198061,Roy Ortego,2021-01-02,14:39:59,123,E
M1,BELEG,M1V360838P36,198069,Emmie Schuldt,2020-12-24,05:42:07,123,E
M1,BELEG,M1V360837P12,198076,Roy Ortego,2020-12-21,14:57:24,123,E
M1,BELEG,M1V360837P3,198083,Roy Ortego,2020-12-28,11:44:19,123,E
M1,BELEG,M1V360836P28,198091,Roy Ortego,2020-12-19,22:37:02,123,E
M1,BELEG,M1V360834P865,198099,Roy Ortego,2020-12-14,18:22:42,123,E
M1,BELEG,M1V360763P28,198107,Kenia Romine,2020-12-18,01:02:36,123,E
M1,BELEG,M1V360769P12,198114,Roy Ortego,2020-12-31,12:27:10,123,E
M1,BELEG,M1V359955P28,198122,Roy Ortego,2021-01-22,07:22:22,123,E
M1,BELEG,M1V359964P3,198130,Roy Ortego,2020-12-15,13:26:35,123,E
M1,BELEG,M1V360788P36,198137,Roy Ortego,2020-12-09,17:25:56,123,E
M1,BELEG,M1V360776P18,198145,Roy Ortego,2020-12-18,09:43:41,123,E
M1,BELEG,M1V360774P28,198153,Roy Ortego,2020-12-14,23:03:46,123,E
M1,BELEG,M1V360773P18,198160,Roy Ortego,2020-12-26,22:36:46,123,E
M1,BELEG,M1V360773P12,198167,Roy Ortego,2020-12-28,08:57:05,123,E
M1,BELEG,M1V360782P28,198174,Roy Ortego,2021-01-05,06:38:14,123,E
M1,BELEG,M1V360782P18,198181,Suellen Noecker,2021-01-10,01:57:33,123,E
M1,BELEG,M1V360782P12,198188,Roy Ortego,2021-01-13,23:58:50,123,E
M1,BELEG,M1V360782P3,198195,Roy Ortego,2021-01-05,13:50:49,123,E
M1,BELEG,M1V359725P4798,198208,Roy Ortego,2021-01-05,23:31:39,123,E
M1,BELEG,M1V359725P4745,198215,Roy Ortego,2020-12-14,15:27:46,123,E
M1,BELEG,M1V359725P4685,198222,Roy Ortego,2020-12-15,09:43:49,123,E
M1,BELEG,M1V359725P3995,198229,Roy Ortego,2020-12-13,00:05:38,123,E
M1,BELEG,M1V359725P3423,198236,Roy Ortego,2020-12-14,04:10:15,123,E
M1,BELEG,M1V359725P3118,198243,Roy Ortego,2020-12-13,11:29:23,123,E
M1,BELEG,M1V359725P2820,198250,Roy Ortego,2020-12-28,12:14:40,123,E
M1,BELEG,M1V359725P2141,198257,Roy Ortego,2020-12-21,06:00:33,123,E
M1,BELEG,M1V359725P1427,198264,Roy Ortego,2020-12-17,17:37:37,123,E
M1,BELEG,M1V359723P3,198277,Roy Ortego,2020-12-15,16:46:16,123,E
M1,BELEG,M1V359750P51,198285,Emilio Sones,2020-12-26,01:25:56,123,E
M1,BELEG,M1V359750P44,198293,Roy Ortego,2020-12-26,21:35:22,123,E
M1,BELEG,M1V359746P44,198307,Emilio Sones,2020-12-20,04:40:33,123,E
M1,BELEG,M1V359746P12,198315,Roy Ortego,2020-12-24,15:40:52,123,E
M1,BELEG,M1V359746P3,198323,Roy Ortego,2020-12-20,07:59:02,123,E
M1,BELEG,M1V359753P3,198330,Roy Ortego,2021-01-06,22:46:49,123,E
M1,BELEG,M1V359745P865,198337,Kenia Romine,2020-12-23,02:22:16,123,E
M1,BELEG,M1V358875P12,198344,Roy Ortego,2020-12-18,19:53:58,123,E
M1,BELEG,M1V358875P3,198352,Roy Ortego,2020-12-20,04:45:21,123,E
M1,BELEG,M1V358861P80,198360,Roy Ortego,2020-12-22,03:06:09,123,E
M1,BELEG,M1V358900P3,198367,Emmie Schuldt,2021-01-07,23:56:38,123,E
M1,BELEG,M1V358882P3,198375,Kenia Romine,2020-12-29,11:44:44,123,E
M1,BELEG,M1V358881P3,198382,Roy Ortego,2020-12-25,19:48:36,123,E
M1,BELEG,M1V12535P1427,198396,Suellen Noecker,2021-03-30,04:27:52,123,E
M1,BELEG,M1V359838P3,198409,Emilio Sones,2020-12-23,15:02:32,123,E
M1,BELEG,M1V359846P28,198416,Roy Ortego,2020-12-29,22:01:49,123,E
M1,BELEG,M1V359846P18,198423,Roy Ortego,2020-12-31,00:10:42,123,E
M1,BELEG,M1V359846P12,198430,Suellen Noecker,2020-12-28,11:19:06,123,E
M1,BELEG,M1V359830P3,198437,Suellen Noecker,2020-12-07,11:05:34,123,E
M1,BELEG,M1V359780P3,198444,Suellen Noecker,2020-12-13,16:10:49,123,E
M1,BELEG,M1V359762P12,198451,Karri Ptacek,2020-12-14,01:06:37,123,E
M1,BELEG,M1V359762P3,198458,Emilio Sones,2020-12-12,20:23:10,123,E
M1,BELEG,M1V359760P3,198466,Kenia Romine,2020-12-18,10:51:43,123,E
M1,BELEG,M1V359759P51,198473,Roy Ortego,2020-12-10,10:15:06,123,E
M1,BELEG,M1V12521P12,198487,Roy Ortego,2021-04-06,01:40:59,123,E
M1,BELEG,M1V359802P28,198495,Roy Ortego,2021-01-05,04:09:16,123,E
M1,BELEG,M1V359790P28,198502,Roy Ortego,2020-12-22,05:24:12,123,E
M1,BELEG,M1V359790P12,198509,Emilio Sones,2020-12-28,20:44:15,123,E
M1,BELEG,M1V359790P3,198516,Kenia Romine,2021-01-04,16:40:44,123,E
M1,BELEG,M1V359789P36,198524,Roy Ortego,2020-12-19,22:30:02,123,E
M1,BELEG,M1V361872P18,198543,Kenia Romine,2020-12-13,14:58:32,123,E
M1,BELEG,M1V361849P3,198550,Kenia Romine,2021-01-08,03:29:35,123,E
M1,BELEG,M1V361847P36,198558,Roy Ortego,2021-01-02,16:40:11,123,E
M1,BELEG,M1V361846P28,198566,Roy Ortego,2021-01-07,16:48:05,123,E
M1,BELEG,M1V361852P12,198573,Suellen Noecker,2020-12-28,12:38:07,123,E
M1,BELEG,M1V361852P3,198580,Emmie Schuldt,2020-12-18,04:46:02,123,E
M1,BELEG,M1V361912P3,198588,Roy Ortego,2020-12-15,10:48:15,123,E
M1,BELEG,M1V361895P3,198595,Kenia Romine,2020-12-21,03:45:51,123,E
M1,BELEG,M1V361815P12,198603,Roy Ortego,2020-12-13,17:11:01,123,E
M1,BELEG,M1V361811P44,198617,Emmie Schuldt,2020-12-09,22:06:14,123,E
M1,BELEG,M1V361808P3,198624,Roy Ortego,2020-12-31,16:41:20,123,E
M1,BELEG,M1V361838P44,198632,Roy Ortego,2020-12-24,00:56:04,123,E
M1,BELEG,M1V361833P12,198640,Roy Ortego,2020-12-14,03:13:46,123,E
M1,BELEG,M1V361831P28,198648,Roy Ortego,2020-12-14,13:05:51,123,E
M1,BELEG,M1V361845P12,198656,Suellen Noecker,2021-01-05,17:54:57,123,E
M1,BELEG,M1V361845P3,198663,Roy Ortego,2021-01-04,11:53:01,123,E
M1,BELEG,M1V361842P60,198671,Suellen Noecker,2020-12-29,08:20:48,123,E
M1,BELEG,M1V361842P44,198679,Roy Ortego,2020-12-26,07:24:37,123,E
M1,BELEG,M1V361827P3,198686,Karri Ptacek,2020-12-31,21:26:14,123,E
M1,BELEG,M1V361830P44,198694,Roy Ortego,2020-12-11,17:56:45,123,E
M1,BELEG,M1V361990P2141,198701,Roy Ortego,2020-12-31,02:26:41,123,E
M1,BELEG,M1V361974P3,198709,Roy Ortego,2020-12-24,06:36:57,123,E
M1,BELEG,M1V361980P4745,198716,Roy Ortego,2020-12-28,16:45:25,123,E
M1,BELEG,M1V362012P3,198723,Roy Ortego,2020-12-10,23:57:52,123,E
M1,BELEG,M1V361991P100,198730,Roy Ortego,2021-01-01,21:50:05,123,E
M1,BELEG,M1V362004P1427,198738,Roy Ortego,2021-02-05,21:54:49,123,E
M1,BELEG,M1V362002P3,198746,Karri Ptacek,2021-02-01,01:19:40,123,E
M1,BELEG,M1V361931P12,198753,Roy Ortego,2020-12-19,08:10:50,123,E
M1,BELEG,M1V361931P3,198760,Roy Ortego,2020-12-22,02:11:31,123,E
M1,BELEG,M1V361921P3,198767,Roy Ortego,2020-12-31,18:15:25,123,E
M1,BELEG,M1V361928P12,198775,Roy Ortego,2020-12-19,03:54:25,123,E
M1,BELEG,M1V361928P3,198782,Roy Ortego,2020-12-21,18:50:40,123,E
M1,BELEG,M1V361927P36,198789,Karri Ptacek,2020-12-14,11:32:39,123,E
M1,BELEG,M1V361962P180,198796,Roy Ortego,2021-01-01,00:46:42,123,E
M1,BELEG,M1V361944P90,198804,Kenia Romine,2021-01-02,02:45:57,123,E
M1,BELEG,M1V361944P80,198812,Roy Ortego,2021-01-01,09:08:39,123,E
M1,BELEG,M1V361944P28,198826,Roy Ortego,2020-12-31,06:58:37,123,E
M1,BELEG,M1V361957P28,198833,Roy Ortego,2020-12-26,08:36:27,123,E
M1,BELEG,M1V361957P12,198846,Suellen Noecker,2020-12-22,16:49:04,123,E
M1,BELEG,M1V361957P3,198853,Roy Ortego,2020-12-30,10:31:54,123,E
M1,BELEG,M1V360910P12,198860,Suellen Noecker,2020-12-13,02:24:29,123,E
M1,BELEG,M1V360910P3,198867,Roy Ortego,2021-01-03,09:36:23,123,E
M1,BELEG,M1V360909P12,198874,Roy Ortego,2020-12-19,02:38:18,123,E
M1,BELEG,M1V360916P18,198881,Roy Ortego,2020-12-23,14:17:44,123,E
M1,BELEG,M1V360924P36,198895,Suellen Noecker,2021-01-01,02:07:23,123,E
M1,BELEG,M1V360865P3,198903,Roy Ortego,2021-01-09,09:27:50,123,E
M1,BELEG,M1V360855P12,198910,Suellen Noecker,2020-12-20,14:17:48,123,E
M1,BELEG,M1V360853P12,198918,Roy Ortego,2020-12-22,19:41:47,123,E
M1,BELEG,M1V360858P12,198926,Roy Ortego,2020-12-24,21:25:02,123,E
M1,BELEG,M1V360885P90,198934,Emilio Sones,2020-12-20,13:51:37,123,E
M1,BELEG,M1V360883P12,198942,Suellen Noecker,2020-12-15,13:16:12,123,E
M1,BELEG,M1V360881P28,198950,Karri Ptacek,2021-01-10,11:07:42,123,E
M1,BELEG,M1V360877P170,198963,Kenia Romine,2021-01-03,12:00:47,123,E
M1,BELEG,M1V361764P12,198970,Roy Ortego,2020-12-24,02:27:58,123,E
M1,BELEG,M1V361763P51,198978,Roy Ortego,2020-12-23,13:30:59,123,E
M1,BELEG,M1V361005P12,198986,Karri Ptacek,2021-01-12,13:46:02,123,E
M1,BELEG,M1V361003P12,198994,Roy Ortego,2021-01-08,01:09:25,123,E
M1,BELEG,M1V361797P18,199002,Roy Ortego,2020-12-25,07:42:53,123,E
M1,BELEG,M1V361797P12,199010,Roy Ortego,2021-01-16,04:31:58,123,E
M1,BELEG,M1V361797P3,199018,Roy Ortego,2020-12-25,14:10:46,123,E
M1,BELEG,M1V361780P3,199026,Roy Ortego,2021-01-02,15:26:47,123,E
M1,BELEG,M1V361774P28,199034,Karri Ptacek,2020-12-19,14:47:21,123,E
M1,BELEG,M1V361788P3,199041,Roy Ortego,2021-01-09,04:52:13,123,E
M1,BELEG,M1V361783P51,199049,Suellen Noecker,2021-01-09,17:53:03,123,E
M1,BELEG,M1V360961P865,199057,Roy Ortego,2020-12-26,20:29:38,123,E
M1,BELEG,M1V360959P3423,199065,Roy Ortego,2020-12-20,11:11:40,123,E
M1,BELEG,M1V360993P12,199073,Roy Ortego,2020-12-11,08:12:24,123,E
M1,BELEG,M1V360984P12,199080,Roy Ortego,2020-12-14,10:25:49,123,E
M1,BELEG,M1V360980P28,199088,Roy Ortego,2020-12-14,22:21:15,123,E
